100	100	0.5	900	571	
100	100	0.5	500	796	
100	100	0.5	900	532	
100	100	0.5	500	602	
100	100	0.5	100	171	
100	100	0.5	500	116	
100	100	0.5	900	656	
100	100	0.5	100	656	
100	100	0.5	900	863	
100	100	0.5	500	575	
100	100	0.5	500	788	
100	100	0.5	500	377	
100	100	0.5	500	360	
100	100	0.5	900	926	
100	100	0.5	500	417	
100	100	0.5	100	796	
100	100	0.5	100	941	
100	100	0.5	100	548	
100	100	0.5	100	926	
100	100	0.5	900	30	
100	100	0.5	900	61	
100	100	0.5	500	645	
100	100	0.5	500	844	
100	100	0.5	100	190	
100	100	0.5	900	535	
100	100	0.5	100	744	
100	100	0.5	100	741	
100	100	0.5	500	899	
100	100	0.5	500	949	
100	100	0.5	100	880	
100	100	0.5	500	819	
100	100	0.5	900	592	
100	100	0.5	100	670	
100	100	0.5	900	638	
100	100	0.5	900	244	
100	100	0.5	100	725	
100	100	0.5	100	646	
100	100	0.5	100	349	
100	100	0.5	900	443	
100	100	0.5	500	726	
100	100	0.5	500	229	
100	100	0.5	500	198	
100	100	0.5	100	110	
100	100	0.5	100	366	
100	100	0.5	100	934	
100	100	0.5	500	855	
100	100	0.5	900	116	
100	100	0.5	500	664	
100	100	0.5	100	938	
100	100	0.5	100	731	
100	100	0.5	900	653	
100	100	0.5	900	815	
100	100	0.5	100	568	
100	100	0.5	100	552	
100	100	0.5	100	707	
100	100	0.5	100	751	
100	100	0.5	900	222	
100	100	0.5	900	572	
100	100	0.5	900	136	
100	100	0.5	900	78	
100	100	0.5	500	26	
100	100	0.5	100	618	
100	100	0.5	900	749	
100	100	0.5	900	396	
100	100	0.5	500	82	
100	100	0.5	100	95	
100	100	0.5	100	515	
100	100	0.5	900	997	
100	100	0.5	500	742	
100	100	0.5	900	583	
100	100	0.5	100	863	
100	100	0.5	500	776	
100	100	0.5	500	780	
100	100	0.5	900	786	
100	100	0.5	100	329	
100	100	0.5	900	84	
100	100	0.5	900	799	
100	100	0.5	900	889	
100	100	0.5	900	746	
100	100	0.5	900	750	
100	100	0.5	500	346	
100	100	0.5	500	631	
100	100	0.5	500	159	
100	100	0.5	100	561	
100	100	0.5	900	644	
100	100	0.5	100	377	
100	100	0.5	500	246	
100	100	0.5	500	76	
100	100	0.5	100	563	
100	100	0.5	900	540	
100	100	0.5	500	950	
100	100	0.5	500	566	
100	100	0.5	100	972	
100	100	0.5	100	650	
100	100	0.5	900	330	
100	100	0.5	100	634	
100	100	0.5	100	204	
100	100	0.5	500	498	
100	100	0.5	500	483	
100	100	0.5	100	680	
100	100	0.5	500	611	
100	100	0.5	900	338	
100	100	0.5	100	756	
100	100	0.5	900	685	
100	100	0.5	500	488	
100	100	0.5	500	907	
100	100	0.5	500	737	
100	100	0.5	900	4	
100	100	0.5	500	409	
100	100	0.5	500	506	
100	100	0.5	900	955	
100	100	0.5	500	734	
100	100	0.5	500	511	
100	100	0.5	500	413	
100	100	0.5	100	830	
100	100	0.5	100	378	
100	100	0.5	900	368	
100	100	0.5	100	648	
100	100	0.5	500	849	
100	100	0.5	900	950	
100	100	0.5	100	259	
100	100	0.5	900	771	
100	100	0.5	100	600	
100	100	0.5	100	261	
100	100	0.5	100	79	
100	100	0.5	500	795	
100	100	0.5	900	635	
100	100	0.5	900	348	
100	100	0.5	100	202	
100	100	0.5	900	254	
100	100	0.5	900	755	
100	100	0.5	100	465	
